
chapter0001_Crimson.txt,"However, while half-awake, he tried to focus his will that felt as insubstantial as a wisp of fog—there one moment and gone the next.",94,97,fog,...that felt as insubstantial as a wisp of fog—there one moment and gone the next.
chapter0001_Crimson.txt,"Klein Moretti, a citizen of the Northern Continent’s Loen Kingdom, Awwa County, City of Tingen.",0,5,klein,"Klein Moretti, a citizen of the Northern Cont..."
chapter0001_Crimson.txt,"The compensation money allowed Klein to attend a private grammar school, laying the foundation for his university admission…
His mother was a devotee of the Evernight Goddess.",31,36,klein,"The compensation money allowed Klein to attend a private grammar school, lay..."
chapter0001_Crimson.txt,"She passed away the year Klein passed the entrance examinations to Khoy University…
He also has an elder brother and a younger sister.",25,30,klein,She passed away the year Klein passed the entrance examinations to Kho...
chapter0001_Crimson.txt,"They are currently supported by his elder brother who works as a clerk at an import and export company…
As a history graduate, Klein had learned the ancient Feysac language—considered the source of all languages in the Northern Continent—and the Hermes language often found in ancient mausoleums related to rituals and prayers…
Hermes language?",127,132,klein,"...export company…
As a history graduate, Klein had learned the ancient Feysac language..."
chapter0001_Crimson.txt,"With Klein’s family situation, how could they afford or even get a revolver?",5,10,klein,"With Klein’s family situation, how could they affo..."
chapter0001_Crimson.txt,Klein Moretti?,0,5,klein,Klein Moretti?
chapter0002_Situation.txt,"With Klein Moretti’s family situation, even a kerosene lamp was a dream, much less a gas lamp.",5,10,klein,"With Klein Moretti’s family situation, even a kero..."
chapter0002_Situation.txt,"Therefore, he insisted on creating conducive studying conditions for Klein even if it meant taking on debt.",69,74,klein,...ating conducive studying conditions for Klein even if it meant taking on debt.
chapter0002_Situation.txt,"“Releasing a round with a revolver pointed at the temple?” After mixing and matching the clues from before, Zhou Mingrui had a rough idea how Klein had died.",142,147,klein,"...fore, Zhou Mingrui had a rough idea how Klein had died."
chapter0002_Situation.txt,Klein’s experience was still not something he needed to concern himself with.,0,5,klein,Klein’s experience was still not something he...
chapter0002_Situation.txt,"A thought flashed in Zhou Mingrui’s mind, illuminating the memories which were concealed by a fog of confusion.",94,97,fog,...the memories which were concealed by a fog of confusion.
chapter0003_Melissa.txt,Only then did he had the mood to carefully study Klein’s memory fragments.,49,54,klein,...did he had the mood to carefully study Klein’s memory fragments.
chapter0003_Melissa.txt,"Perhaps as a result of having a bullet pass through his head, Klein’s memories were like shattered glass.",62,67,klein,"...having a bullet pass through his head, Klein’s memories were like shattered glass."
chapter0003_Melissa.txt,"In light of the present situation, Zhou Mingrui believed that if Klein were to return to university, it was unlikely he could graduate.",65,70,klein,"...ituation, Zhou Mingrui believed that if Klein were to return to university, it was un..."
chapter0003_Melissa.txt,"Due to Klein’s memories, seeing Melissa made him feel as though she was really his younger sister.",7,12,klein,"Due to Klein’s memories, seeing Melissa made him fee..."
chapter0003_Melissa.txt,Melissa was different from Benson and Klein.,38,43,klein,Melissa was different from Benson and Klein.
chapter0003_Melissa.txt,"Having suffered from a lack of culture, Benson, who knew the importance of education, supported his sister’s dreams just like how he supported Klein’s university education.",143,148,klein,...ter’s dreams just like how he supported Klein’s university education.
chapter0003_Melissa.txt,"It was not that Klein did not think of helping share his elder brother’s burden but being born a commoner and having been admitted into an average language school, he felt a strong sense of inadequacy when he enrolled into university.",16,21,klein,It was not that Klein did not think of helping share his elde...
chapter0003_Melissa.txt,"Klein nearly gave his all and often stayed up late into the night and woke up early before barely managing to catch up to the others, eventually allowing him to graduate with average results.",0,5,klein,Klein nearly gave his all and often stayed up...
chapter0003_Melissa.txt,Klein committed suicide without a silencer.,0,5,klein,Klein committed suicide without a silencer.
chapter0003_Melissa.txt,Or is Klein’s suicide shrouded in mystery to begin with?,6,11,klein,Or is Klein’s suicide shrouded in mystery to begin...
chapter0003_Melissa.txt,"Her gaze was once again glazed with exasperation as she said with a sweet voice, “Klein, take out all the remaining bread.",82,87,klein,"...ration as she said with a sweet voice, “Klein, take out all the remaining bread."
chapter0003_Melissa.txt,"“Alright.”
Regarding the Loen Kingdom’s pound, Zhou Mingrui matched Klein’s muscle memory with his.",68,73,klein,"...n Kingdom’s pound, Zhou Mingrui matched Klein’s muscle memory with his."
chapter0003_Melissa.txt,"Moments after she opened the main door, she paused in her footsteps and turned her body halfway, saying, “Klein, don’t buy too much mutton or peas.",106,111,klein,"...s and turned her body halfway, saying, “Klein, don’t buy too much mutton or peas."
chapter0004_Divination.txt,"All I’m doing is buying some ingredients to prepare for my luck enhancement ritual…”
Klein was so concerned about his impending interview that it became instinct.",85,90,klein,"...repare for my luck enhancement ritual…”
Klein was so concerned about his impending in..."
chapter0004_Divination.txt,"Perhaps a result of Klein’s memory fragments or his constant desire for money, Zhou Mingrui felt like he had instantly fallen in love with these notes.",20,25,klein,Perhaps a result of Klein’s memory fragments or his constant desi...
chapter0004_Divination.txt,Klein’s suicide was fraught with peculiarities.,0,5,klein,Klein’s suicide was fraught with peculiaritie...
chapter0004_Divination.txt,"From Klein’s memories, this was not a rare sight in low-income communities, even if there were sewers.",5,10,klein,"From Klein’s memories, this was not a rare sight i..."
chapter0004_Divination.txt,"From the beginning of Klein’s memories, she had been here selling bread and pastries.",22,27,klein,"From the beginning of Klein’s memories, she had been here selling b..."
chapter0004_Divination.txt,"Dear Klein, where’s Benson?",5,10,klein,"Dear Klein, where’s Benson?"
chapter0004_Divination.txt,"If Klein were to successfully pass his interview and become a lecturer at Tingen University, it was true that his family would immediately be pushed up to a higher socioeconomic status!",3,8,klein,If Klein were to successfully pass his interview...
chapter0004_Divination.txt,"One had to know that despite working for so many years, Klein’s brother, Benson, only had a weekly salary of one pound and ten soli.",56,61,klein,"...that despite working for so many years, Klein’s brother, Benson, only had a weekly sa..."
chapter0004_Divination.txt,"Taking into account that the knowledge Klein grasped were fragmented and incomplete, Zhou Mingrui felt awkward and guilty towards Mrs.",39,44,klein,"Taking into account that the knowledge Klein grasped were fragmented and incomplete,..."
chapter0004_Divination.txt,Klein’s memories regarding this was incomplete.,0,5,klein,Klein’s memories regarding this was incomplet...
chapter0005_Ritual.txt,"A gray fog appeared over his eyes—haziness, vague, and endless.",7,10,fog,"A gray fog appeared over his eyes—haziness, vague,..."
chapter0005_Ritual.txt,“What’s with this situation?” Zhou Mingrui suddenly looked around him and then lowered his head down to discover that he was floating at the edge of an endless fog.,160,163,fog,...was floating at the edge of an endless fog.
chapter0005_Ritual.txt,The fog was flowing like water and was dotted with a lot of crimson ‘stars.’ Some of them were enormous while others were tiny.,4,7,fog,The fog was flowing like water and was dotted w...
