Chapter,Sentence,Snippet
chapter0001_Crimson.txt,"Klein Moretti, a citizen of the Northern Continent’s Loen Kingdom, Awwa County, City of Tingen.",0,5,klein,"Klein Moretti, a citizen of the Northern Cont...",False
chapter0001_Crimson.txt,"The compensation money allowed Klein to attend a private grammar school, laying the foundation for his university admission…
His mother was a devotee of the Evernight Goddess.",31,36,klein,"The compensation money allowed Klein to attend a private grammar school, lay...",False
chapter0001_Crimson.txt,"She passed away the year Klein passed the entrance examinations to Khoy University…
He also has an elder brother and a younger sister.",25,30,klein,She passed away the year Klein passed the entrance examinations to Kho...,False
chapter0001_Crimson.txt,"They are currently supported by his elder brother who works as a clerk at an import and export company…
As a history graduate, Klein had learned the ancient Feysac language—considered the source of all languages in the Northern Continent—and the Hermes language often found in ancient mausoleums related to rituals and prayers…
Hermes language?",127,132,klein,"...export company…
As a history graduate, Klein had learned the ancient Feysac language...",False
chapter0001_Crimson.txt,"With Klein’s family situation, how could they afford or even get a revolver?",5,10,klein,"With Klein’s family situation, how could they affo...",False
chapter0001_Crimson.txt,Klein Moretti?,0,5,klein,Klein Moretti?,False
chapter0002_Situation.txt,"With Klein Moretti’s family situation, even a kerosene lamp was a dream, much less a gas lamp.",5,10,klein,"With Klein Moretti’s family situation, even a kero...",False
chapter0002_Situation.txt,"Therefore, he insisted on creating conducive studying conditions for Klein even if it meant taking on debt.",69,74,klein,...ating conducive studying conditions for Klein even if it meant taking on debt.,False
chapter0002_Situation.txt,"It’s fine scaring myself, but if I were to scare my sister, Melissa, when she gets up early in the morning tomorrow, it would be quite problematic!",60,67,melissa,"...self, but if I were to scare my sister, Melissa, when she gets up early in the morning...",False
chapter0002_Situation.txt,"“Releasing a round with a revolver pointed at the temple?” After mixing and matching the clues from before, Zhou Mingrui had a rough idea how Klein had died.",142,147,klein,"...fore, Zhou Mingrui had a rough idea how Klein had died.",False
chapter0002_Situation.txt,Klein’s experience was still not something he needed to concern himself with.,0,5,klein,Klein’s experience was still not something he...,False
chapter0003_Melissa.txt,"Chapter 3: Melissa

After confirming his plan, Zhou Mingrui immediately felt he had a mental crutch.",11,18,melissa,"Chapter 3: Melissa

After confirming his plan, Zhou Mingru...",False
chapter0003_Melissa.txt,Only then did he had the mood to carefully study Klein’s memory fragments.,49,54,klein,...did he had the mood to carefully study Klein’s memory fragments.,False
chapter0003_Melissa.txt,"Perhaps as a result of having a bullet pass through his head, Klein’s memories were like shattered glass.",62,67,klein,"...having a bullet pass through his head, Klein’s memories were like shattered glass.",False
